smile,0,701611,":),big_smile,c:,cute_smile,smiling"
blush,0,689866,"blushed,blushes,blushing"
butt,0,668539,"arse,ass,backside,behind,bootie,booty,bootylicious,bottom,bum,bunny_buns,bunny_butt,but,butt_cheek,butt_cheeks,butt_crack,buttcheek,buttcheeks,buttcrack,buttock,buttocks,butts,culo,dat_ass,dat_plot,derriere,derrière,gluteus_maximus,heinie,heiny,hindquarters,hunkers,keester,keister,posterior,rear,rear_end,robutt,rump,tail_end,toosh,tooshie,tooshy,tushie,tushy"
open_mouth,0,656775,"maw,mouth_open,open-mouth,open_maw,opened_mouth"
looking_at_viewer,0,631220,"lav,looking-at-viewer,looking_at_camera,looking_at_the_viewer,looking_at_viewers,looking_at_you,staring_at_viewer"
absurd_res,7,608350,"absurd_resolution,absurd_rez,absurdres,aburd_res,bsurd_res,holy_shit_res,insane_res"
penetration,0,591703,"girly_penetrating,insertion,male_penetration,pemetrating,pemetration,penatration,penetracion,penetraiton,penetrasion,penetrated,penetratin,penetrating,penitration"
tongue,0,587696,"tonge,tongues,tounge,toungue"
big_breasts,0,547517,"big_boobies,big_boobs,big_breast,big_breats,big_tits,bigboobs,bigbreasts,bigtits,busty,large_boobs,large_breast,large_breasts"
english_text,7,529365,"english-text,english_dialog,english_dialogue"
nintendo,3,483007,
felid,5,478756,"anthro_felid,feline_(species),felines,feral_felid"
canis,5,470342,"anthro_canis,feral_canis"
horn,0,466470,"horned,horns,neon_horn,neon_horns"
male/female,0,460885,"f/m,f_m,female/male,female/male/female,female_on_male,femalexmale,hetero,heterosexual,m/f,m/f/f,m/f/m,m/m/f,m_f,male/female/female,male/female/male,male_female,male_on_female,malexfemale,mf,straight,straigth"
feral,0,455924,"ferals,ferla,non-anthro,non-anthropomorphic,non-morphic,non_anthro,non_anthropomorphic,non_morphic,nonanthro,nonanthropomorphic,nonmorphic,sapient_feral,sentient_feral"
white_body,0,430497,
tongue_out,0,389650,":p,lolling,sticking_out_tongue,sticking_tongue_out,tongnue_out,tongue-out,tongue_sticking_out,tounge_out,toungue_out"
blue_eyes,0,367324,"aqua_eyes,blue_eye,blue_iris,blue_irises,blueeyes,cyan_eyes,light_blue_eyes,turquoise_eyes"
feet,0,366290,"feets,foot"
pokemon,3,354726,"alola,anthro_pokemon,anthro_pokémon,big_pokemon,big_pokémon,bug_pokemon,bug_pokémon,bug_type_pokemon,bug_type_pokémon,bug_typed_pokemon,bug_typed_pokémon,dark_pokemon,dark_pokémon,dark_type_pokemon,dark_type_pokémon,dark_typed_pokemon,dark_typed_pokémon,dragon_pokemon,dragon_pokémon,dragon_type_pokemon,dragon_type_pokémon,dragon_typed_pokemon,dragon_typed_pokémon,electric_pokemon,electric_pokémon,electric_type_pokemon,electric_type_pokémon,electric_typed_pokemon,electric_typed_pokémon,fairy_pokemon,fairy_pokémon,fairy_type_pokemon,fairy_type_pokémon,fairy_typed_pokemon,fairy_typed_pokémon,fat_pokemon,fat_pokémon,feral_pokemon,feral_pokémon,fighting_pokemon,fighting_pokémon,fighting_type_pokemon,fighting_type_pokémon,fighting_typed_pokemon,fighting_typed_pokémon,fire_pokemon,fire_pokémon,fire_type,fire_type_pokemon,fire_type_pokémon,fire_typed_pokemon,fire_typed_pokémon,flying_pokemon,flying_pokémon,flying_type_pokemon,flying_type_pokémon,flying_typed_pokemon,flying_typed_pokémon,galar,ghost_pokemon,ghost_pokémon,ghost_type_pokemon,ghost_type_pokémon,ghost_typed_pokemon,ghost_typed_pokémon,giant_pokemon,giant_pokémon,grass_pokemon,grass_pokémon,grass_type_pokemon,grass_type_pokémon,grass_typed_pokemon,grass_typed_pokémon,ground_pokemon,ground_pokémon,ground_type_pokemon,ground_type_pokémon,ground_typed_pokemon,ground_typed_pokémon,hoenn,ice_pokemon,ice_pokémon,ice_type_pokemon,ice_type_pokémon,ice_typed_pokemon,ice_typed_pokémon,johto,kalos,kanto,kantonian,normal_pokemon,normal_pokémon,normal_type_pokemon,normal_type_pokémon,normal_typed_pokemon,normal_typed_pokémon,pkmn,pkmnart,pocket_monster,pocket_monsters,poison_pokemon,poison_pokémon,poison_type_pokemon,poison_type_pokémon,poison_typed_pokemon,poison_typed_pokémon,pokemon_(game),pokemon_character,pokemon_company,pokemon_evolutions,pokemon_number,pokemon_red_green_blue_&_yellow,pokemon_s/s,pokemon_scarlet,pokemon_scarlet_and_violet,pokemon_shield,pokemon_sun_and_moon,pokemon_sv,pokemon_sword,pokemon_sword_and_shield,pokemon_swsh,pokemon_violet,pokemonshield,pokemonsword,pokeporn,pokémon,pokémon_(game),pokémon_anime,pokémon_company,pokémon_evolutions,pokémon_number,pokémon_red_green_blue_&_yellow,pokémon_s/s,pokémon_scarlet,pokémon_scarlet_and_violet,pokémon_shield,pokémon_sv,pokémon_sword,pokémon_sword_and_shield,pokémon_swsh,pokémon_violet,pokémonshield,pokémonsword,porkyman,psychic_pokemon,psychic_pokémon,psychic_type_pokemon,psychic_type_pokémon,psychic_typed_pokemon,psychic_typed_pokémon,rock_pokemon,rock_pokémon,rock_type_pokemon,rock_type_pokémon,rock_typed_pokemon,rock_typed_pokémon,sinnoh,starter_pokemon,starter_pokémon,steel_pokemon,steel_pokémon,steel_type_pokemon,steel_type_pokémon,steel_typed_pokemon,steel_typed_pokémon,too_many_pokemon,too_many_pokemons,too_many_pokémon,too_many_pokémons,unova,water_pokemon,water_pokémon,water_type_pokemon,water_type_pokémon,water_typed_pokemon,water_typed_pokémon"
pokemon_(species),5,352266,"baby_pokemon,baby_pokémon,pokemon(species),pokemon_(creature),pokemon_(creatures),pokemon_baby,pokemon_creatures,pokemon_species,pokémon(species),pokémon_(creature),pokémon_(creatures),pokémon_(species),pokémon_baby,pokémon_creatures,pokémon_species,strange_shiny_pokemon"
claws,0,349769,claw
teeth,0,343974,"tooth,white_teeth"
equid,5,343878,equidae
white_fur,0,342418,
male/male,0,339512,"fag,gay,homo,homosexual,m/m,m/m/m,male/male/male,male_male,male_on_male,malemale,malesbian,malexmale,mm,yaoi"
biped,0,329874,"bipedal,bipede"
equine,5,327404,equines
topwear,0,325196,"top_wear,topware,topwea"
group,0,320224,"1girl3guys,quartet,too_many_characters"
scalie,5,317250,"anthro_scalie,reptilian,reptillian,scaley,scalies,scaly"
humanoid,5,315883,"humanoid_(species),humanoid_being,humanoid_mimiff,humanoid_nation,humanoids,huminoid,hummanoid"
fingers,0,314174,finger
standing,0,310752,"stadning,stand,standind,standing_up,stanidng"
dialogue,0,308289,"conversation,dialgoue,dialog,dialouge,diolouge,monologue,speaking,speech,talking"
monochrome,7,304798,"monochromatic,monotone,no_color,no_colour,non-colored,non_coloured,uncolored,uncoloured"
wings,0,304370,"wing,winged"
navel,0,302000,"belly-button,belly_button,bellybutton,exposed_navel,naval,navels"
muscular,0,292035,"beefcake,beefy,bodybuilder,buff,muscle,muscled,muscler,muscles,muscular_body,musuclar,strong,swole"
feline,5,286068,"anthro_feline,catgirl"
hasbro,3,285671,"hasbro_(copyright),hasbro_bradley,hasbro_entertainment,hasbro_entertainment_and_licensing,hasbro_gaming,hasbro_inc,hasbro_inc.,hasbro_incorporated,hasbro_industries,hasbro_industry"
my_little_pony,3,277897,"(mlp),missing_cutie_mark,mlp,mylittlepony"
lying,0,276644,"lay,laying,laying_down,lying_down"
human,5,270444,"black_human,brown_human,clavat,human_child,human_female,human_male,humans,hume,hyur,male_human,nord,white_human"
toes,0,269091,toe
fox,5,266391,"albino_fox,alcofox,angel_fox,anthro_fox,black_fox,blue_fox,broken_fox,brown_fox,femboy_fox,fennec_kitsune,feral_fox,four-tailed_kitsune,four_tailed_kitsune,fox's,fox/vixen,fox_(species),foxes,foxkit,kistune,kitsune,kitsune_(fox),sand_fox,spieces:fox,vixen,vulpes,vulpine,vulpines,winged_fox,yellow_fox,狐"
tuft,0,262305,
white_background,0,261409,"white_backround,white_bg"
thick_thighs,0,260836,"big_thighs,large_thighs,thicc,thicc_thighs,thick-thighs,thick_legs,thick_thigh,thick_tighs,thunder_thighs,wide_thighs"
1:1,7,254842,
eyes_closed,0,254621,"both_eyes_closed,close_eyes,closed_eye,closed_eyes,eyes-closed,eyes_shut"
brown_body,0,254562,
piercing,0,253297,"body_piercings,pearcing,peircing,peircings,pierced,piercings"
spreading,0,252556,spread
areola,0,252321,"aerola,areolae,areolas"
underwear,0,251947,"undergarments,underpants,underwears,undies"
dragon,5,251669,"anthro_dragon,derg,dragon_(species),dragoness,dragonoid,dragons,drake_(species),feral_dragon,fire_dragon,gray_dragon"
bottomwear,0,249173,bottom_wear
domestic_dog,5,240129,"anthro_dog,brown_dog,canis_lupus_familiaris,dog,doggie,doggies,doggo,dogs,feral_dog,hound,mutt,northern_dog,pup,pupper,sato_(dog),sato_dog,small_dog"
green_eyes,0,233396,"emerald_eyes,green-eyes,green_eye,green_eys,green_iris,green_irises,light_green_eyes"
<3,0,230256,"heart,hearts,love_heart,spoken_heart,♥"
interspecies,0,229063,"inter-species,inter_species,interspecies_sex"
blue_body,0,224010,"cyan_body,light_blue_body"
friendship_is_magic,3,221631,"fim,generation_4,mane_six,mlp:fim,mlp_fim,mlpfim,my_little_pony:_friendship_is_magic,my_little_pony_(friendship_is_magic),my_little_pony_friendship_is_magic"
comic,7,220627,"comic_page,comic_strip,comics"
black_body,0,219052,
wolf,5,218575,"angel_wolf,angelic_wolf,anthro_wolf,black_wolf,gray_wolf,grey_wolf,ice_wolf_(species),lupine,merky_taiga_wolf,north_american_grey_wolf,saber_wolf,sabertooth_wolf,timber_wolf,timberwolf,white_wolf,whitewolf_(species),winged_wolf,wolfess,wolfess_(species),wolve,wolves"
size_difference,0,217514,"big_male_small_fem,big_male_small_female,height_difference,size-difference,size_different,small_fem_big_male,small_female_big_male"
sitting,0,217325,"seated,sit,siting,sitting_down"
brown_fur,0,214147,"brown-fur,brownfur"
outside,0,213661,"outdoor,outdoors"
ambiguous_gender,0,213317,"ambigious_gender,ambiguous,ambiguous_sex,androgynous,androgyny,gender_unknown,unknown_gender"
plant,0,213263,"foliage,plants,vegetation"
furniture,0,212834,
spread_legs,0,212440,"leg_spread,legs_apart,legs_open,legs_spread,legsapart,open_legs,spread_leg,spreading_legs,spreadlegs"
long_hair,0,211811,very_long_hair
huge_breasts,0,208670,"enormous_breasts,giant_breasts,gigantic_breasts,huge_boobs,huge_breast,huge_tits"
big_butt,0,206489,"big_ass,big_booty,enormous_ass,enormous_butt,fat_butt,humongous_ass,humongous_butt,large_ass,large_booty,large_butt,massive_ass,massive_butt,oversized_butt,plump_butt,plump_buttocks,thicc_ass,thick_ass,thick_butt,wide_butt"
shirt,0,202608,shirts
legwear,0,202485,leg_wear
looking_back,0,202124,"looking_behind,looking_over_shoulder,over_shoulder,over_the_shoulder"
eyewear,0,200984,eye_wear
muscular_male,0,200383,"muscular_males,musuclar_male,musuclar_man"
markings,0,199710,"body_marking,body_markings,body_marks,mark_(marking),mark_(markings),marking,marks,marks_(marking),marks_(markings),neon_marking,neon_markings,skin_marking,skin_markings"
sweat,0,195583,"sweating,sweaty"
multicolored_body,0,195172,"four_color_body,multi-colored_body,multicoloured_body,three-tone_body,three-toned_body,three_color_body,three_tone_body,three_toned_body"
felis,5,189030,"anthro_felis,feral_felis"
wide_hips,0,186729,"big_hips,curvy_hips,hips,large_hips,thick_hips,wide_hip"
young,0,186412,"fillies,fillycon,foalcon,minor,paedophilia,pedophilia,underage,underaged,young_human"
lagomorph,5,185966,"anthro_lagomorph,lagamorph,lagomoprh,lagomorpha,lapine,leporine,logomorph,unirabbit"
domestic_cat,5,185629,"anthro_domestic_cat,black_cat,cat,cats,domestic_long-haired_cat,domesticated_cat,feral_domestic_cat,house_cat,housecat,kitty,neko"
5_fingers,0,184626,"5_figner,5_fignered,5_figners,5_finger,5_fingered,5f,five_figner,five_fignered,five_figners,five_finger,five_fingered,five_fingers"
grey_body,0,184048,gray_body
narrowed_eyes,0,181212,"eye_narrow,eye_narrowed,eye_narrowing,eye_partially_closed,eye_partly_closed,eye_slightly_closed,eyes_narrow,eyes_narrowed,eyes_narrowing,eyes_partially_closed,eyes_partly_closed,eyes_slightly_closed,narrow_eye,narrow_eyes,narrowed_eye,narrowing_eye,narrowing_eyes,partially_closed_eye,partially_closed_eyes,partly_closed_eye,partly_closed_eyes,slightly_closed_eye,slightly_closed_eyes"
black_nose,0,177610,"black-nose,blacknose,blakc_nose"
paws,0,173952,"fore_paw,fore_paws,forepaw,forepaws,paw"
red_eyes,0,171589,"red_eye,red_iris,red_irises"
collar,0,169647,"cat-collar,cat_collar,catcollar,collared,collars,dog-collar,dog_collar,dogcollar,pet-collar,pet_collar,petcollar,slave_collar"
footwear,0,167421,foot_wear
reptile,5,166217,"repitle,reptiles"
presenting,0,165643,"displaying,exposing_self,show_off,showing_off"
feathers,0,165340,"feather,feathered"
2020,7,163537,
leporid,5,163268,"anthro_leporid,leporidae"
headgear,0,162711,
on_back,0,162701,"laying_back,laying_on_back,lying_back,lying_on_back,on-back"
2021,7,162257,
horse,5,161376,"battlehorse,brown_horse,brumby,dun_horse,horse_(species),horses,kiger_mustang,mare,mustang_(horse),palomino_horse,racehorse,stallion,stallions,war_horse,warriorhorse,work_horse"
black_fur,0,160182,blakc_fur
solo_focus,0,160171,
rabbit,5,159532,"anthro_rabbit,bunny,bunny_rabbit,lapin,rabbit_(species),rabbits"
belly,0,159187,"crotch_belly,crotchbelly,gut,round_belly,tummy"
ear_piercing,0,157446,"ear-piercing,ear_peircing,ear_pierced,ear_piercings,earpiercing,pierced_ear,pierced_ears"
2019,7,154221,
signature,7,154039,"artist_signature,siganture"
eyelashes,0,153641,"eye_lashes,eyelash"
fangs,0,152453,fang
pawpads,0,150340,"foot-pad,foot-pads,foot_pad,foot_pads,footpad,footpads,paw-pad,paw-pads,paw_pad,paw_pads,pawpad,pawspad,pawspads,toe-bean,toe-beans,toe-been,toe-beens,toe_bean,toe_beans,toe_been,toe_beens,toebean,toebeans,toebeen,toebeens"
saliva,0,149979,"salvia,spit"
blonde_hair,0,149859,"blond,blond_hair,blonde,blonde-hair,blonde_short_hair,blondehair,gold_hair,golden_hair,long_blond_hair,long_blonde_hair,long_yellow_hair,short_blond_hair,short_blonde_hair,short_yellow_hair,yellow_hair"
anthro_on_anthro,0,148914,"a/o/a,an/an,anthro/anthro"
brown_hair,0,147276,"brunette,long_brown_hair,short_brown_hair"
overweight,0,147176,"bbw,fat,fatty,plump,pudgy,superchub"
pantherine,5,146455,"big_cat,black_panther,leonine,panter,panther,panthress,snow_panther,white_panther"
detailed_background,0,146222,"complex_background,complex_bg,complicated_background,complicated_bg,detailed_bg,detaled_background,detaled_bg,detalied_background,detalied_bg,full_background,full_bg,ornate_background,ornate_bg,realistic_background,realistic_bg"
multicolored_fur,0,145158,"multi-colored_fur,multi_colored_fur,multicolor_fur,multicolour_fur,multicoloured_fur,mutlicolored_fur,three-tone_fur,three-toned_fur,three_tone_fur,three_toned_fur"
yellow_body,0,145033,
jewelry,0,144487,"jewelery,jewellery,jewerly,jewlery,jewlry"
black_hair,0,144244,"black_hairs,blakc_hair,long_black_hair,short_black_hair"
muscular_anthro,0,143512,
glasses,0,141006,"eye_glasses,eyeglasses,megane,spectacles"
abs,0,140040,"6_pack,6pack,8_pack,8pack,abdominals,eight_pack,eight_pack_abs,eightpack,six_pack,six_pack_abs,sixpack"
headwear,0,139969,head_wear
grey_fur,0,139602,"gray_fur,silver_fur"
2018,7,137586,
2022,7,136535,
yellow_eyes,0,135147,"gold_eyes,golden_eyes,yellow_eye,yellow_iris,yellow_irises"
vein,0,134607,"veins,veiny"
eyebrows,0,133724,"eye_brow,eye_brows,eyebrow"
hat,0,131592,"cap,fancy_hat,hats"
gynomorph,0,131503,"dgirl,dick-girl,dick_girl,dickgirl,dickgirls,dickgril,feminine_intersex,feral_gynomorph,futa_sans_pussy,girl_with_a_cock,girl_with_a_dick,girl_with_a_dicks,girl_with_a_dong,girl_with_a_penes,girl_with_a_penii,girl_with_a_penis,girl_with_a_penises,girl_with_a_phallus,girl_with_cock,girl_with_dick,girl_with_dicks,girl_with_dong,girl_with_penes,girl_with_penii,girl_with_penis,girl_with_penises,girl_with_phallus,girls_with_a_cock,girls_with_a_dick,girls_with_a_dicks,girls_with_a_dong,girls_with_a_penes,girls_with_a_penii,girls_with_a_penis,girls_with_a_penises,girls_with_a_phallus,girls_with_cock,girls_with_dick,girls_with_dicks,girls_with_dong,girls_with_penes,girls_with_penii,girls_with_penis,girls_with_penises,girls_with_phallus,intersex_female,male_to_female_trans,male_to_female_trans_gender,male_to_female_trans_sexual,male_to_female_transgender,male_to_female_transsexual,mtf_trans,mtf_trans_gender,mtf_trans_sexual,mtf_transgender,mtf_transsexual,newhalf,shemale,woman_with_a_cock,woman_with_a_dick,woman_with_a_dicks,woman_with_a_dong,woman_with_a_penes,woman_with_a_penii,woman_with_a_penis,woman_with_a_penises,woman_with_a_phallus,woman_with_cock,woman_with_dick,woman_with_dicks,woman_with_dong,woman_with_penes,woman_with_penii,woman_with_penis,woman_with_penises,woman_with_phallus,women_with_a_cock,women_with_a_dick,women_with_a_dicks,women_with_a_dong,women_with_a_penes,women_with_a_penii,women_with_a_penis,women_with_a_penises,women_with_a_phallus,women_with_cock,women_with_dick,women_with_dicks,women_with_dong,women_with_penes,women_with_penii,women_with_penis,women_with_penises,women_with_phallus"
not_furry,0,131300,"non-furry,non_furry,not-furry,notfurry"
2017,7,130180,
avian,5,130123,"avain,blue_avian"
half-closed_eyes,0,130033,"eye_half_opened,eyes_half-closed,eyes_half_closed,eyes_half_open,eyes_half_opened,eyes_half_shut,half-closed-eyes,half-closed_eye,half-open_eye,half-open_eyes,half-opened_eye,half-opened_eyes,half_closed_eye,half_closed_eyes,half_open_eye,half_open_eyes,half_opened_eye,half_opened_eyes"
bed,0,129245,
handwear,0,129029,"hand_clothes,hand_clothing,hand_wear"
pecs,0,127849,"bara_tiddies,bara_tiddy,pecks,pectorals"
bovid,5,127206,bovidae
barefoot,0,126213,"bare_feet,bare_foot,bare_paw,bare_paws,barefeet,barepaw,barepaws,bearfoot"
blue_fur,0,125444,"cyan_fur,light_blue_fur,turquoise_fur"
gloves,0,124547,glove
speech_bubble,0,123283,"speach_bubble,speech_balloon,speech_balloons,speech_bubbles,talk_bubble,text_bubble,word_balloon,word_bubble"
anthrofied,0,122043,"anthroified,anthropomorphized"
inside,0,121852,"indoor,indoors,interior,room"
orange_body,0,121597,
2016,7,120948,
looking_pleasured,0,120285,"looking_pleased,pleasure_expression,pleasure_face,pleasured,pleasured_expression,pleasured_face,visibly_pleasured"
animal_humanoid,5,118755,"aniamal_humanoid,humanoid_animal,kemonomimi"
shaded,7,116462,shading
bound,0,115618,"bounded,cuffed,tied,tied_up"
cub,0,114876,"colt,cub/cub,cub_on_cub,cubs,duckling,fawn,filly,foal,hatchling,kemoshota,kidfur,kitten,kittens,littlefur,puppies,puppy,pups"
4_toes,0,113806,"4-toes,4_toe,4_toed,4t,4toed,4toes,four-toed,four-toes,four_toe,four_toed,four_toes,fourtoed,fourtoes"
panties,0,113413,"knickers,pantie,pantsu,panty"
feathered_wings,0,112499,"angel_wings,feather_wing,feather_wings,feathered_wing"
blue_hair,0,112480,"aqua_hair,blue_hairs,cyan_hair,light_blue_hair,long_blue_hair,short_blue_hair"
portrait,7,111771,
white_hair,0,111397,"long_white_hair,short_white_hair"
two_tone_body,0,111260,two_color_body
holding_object,0,110713,"carrying_object,holding_item,holding_items,holding_objects"
hyper,0,109022,"hyper-endowed,hyper_endowed,hypertrophilia"
purple_eyes,0,107876,"magenta_eyes,purple_eye,purple_iris,purple_irises,violet_eyes"
widescreen,7,107836,
bottomless,0,107778,no_bottoms
tan_body,0,106157,"beige_body,burlywood_body,cream_body"
non-mammal_breasts,0,106068,"nmb,non-mammal_breast,non-mammalian_breast,non-mammalian_breasts,non_mammal_breasts,non_mammalian_breasts,snitties"
